NCFormat,IPCC_code,IPCC_name,SourceName,CRF,Old_SG_name,CCP_category,Pollutant,EmissionYear,Emmisions (MtCO2e)
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,9.12397E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,7.32709E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,7.23142E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,7.53121E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,6.70016E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,5.52623E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,5.19844E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,4.72464E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,4.62067E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,4.85114E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,4.73527E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,4.29369E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,4.35849E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,3.8242E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,3.773E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,2.98373E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,2.87571E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,2.93299E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,2.96813E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,2.889E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,2.84331E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,2.71389E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,2.65701E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,6.01175E-08
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,5.52553E-08
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,3.98993E-08
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,4.86788E-08
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,6.45333E-08
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,5.95499E-08
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,6.14435E-08
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,7.07431E-08
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,8.4874E-08
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,1.01372E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,8.2758E-08
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,1.01046E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,1.23788E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,1.28559E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,1.20359E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,BaseYear,0.000265452
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,0.000265452
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,0.000268461
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,0.000403533
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,0.000300679
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,0.000231491
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,0.000248163
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,0.000225434
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,0.000228463
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,0.000175785
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,0.000163494
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,0.000182677
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,0.000154867
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,0.000105841
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,0.000111524
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,0.000154016
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,0.000129319
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,0.000128755
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,0.000128162
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,0.000109741
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,0.000130682
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,9.40279E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,9.66266E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,0.000115461
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,0.000120205
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,0.000117255
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,BaseYear,3.40476E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,3.40476E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,3.44335E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,5.17582E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,3.8566E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,2.96917E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,3.183E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,2.89147E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,3.27077E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,2.78066E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,2.84276E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,3.43578E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,2.77796E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,1.79505E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,1.76535E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,2.45131E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,2.067E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,2.06833E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,2.06676E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,1.77084E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,2.12042E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,1.53083E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,1.56827E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,1.8728E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,1.94987E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Gilt - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,1.90392E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,3.72056E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,3.66581E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,3.30365E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,3.18922E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,3.37466E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,3.46871E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,3.06587E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,3.12073E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,4.80752E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,4.86972E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,5.65918E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,6.82691E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,6.56686E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,7.73801E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,7.29547E-07
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,BaseYear,0.001397622
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,0.001397622
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,0.001390937
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,0.0015397
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,0.001271036
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,0.00122341
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,0.001250974
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,0.001097939
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,0.000987644
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,0.001029466
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,0.000965161
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,0.00093891
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,0.000847264
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,0.000715506
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,0.000588419
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,0.000647615
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,0.000604774
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,0.000515058
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,0.000452611
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,0.000496908
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,0.000501669
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,0.000513658
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,0.000520299
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,0.000488157
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,0.000576627
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,0.000566452
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,BaseYear,6.52922E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,6.52922E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,6.54395E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,7.38016E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,6.18988E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,6.05473E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,6.29326E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,5.92589E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,6.537E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,8.94707E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,9.91354E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,1.09403E-05
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,8.90357E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,6.56042E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,4.44858E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,4.91345E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,4.59855E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,3.92733E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,3.45635E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,3.78778E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,3.83103E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,3.9207E-06
Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Sow - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,3.96538E-06
