,ncformat,ipcc_code,ipcc_name,sourcename,crf,old_sg_name,ccp_category,pollutant,emission_year,mt_co2e,base_level
12474,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CH4,2018,0.0,0.000460905
12475,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CH4,2019,0.0,0.000460905
12476,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CH4,2020,0.0,0.000460905
12478,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,1990,0.0,0.002440161
12479,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,1995,0.0,0.002440161
12480,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,1998,0.0,0.002440161
12481,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,1999,0.0,0.002440161
12482,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2000,0.0,0.002440161
12483,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2001,0.0,0.002440161
12484,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2002,0.0,0.002440161
12485,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2003,0.0,0.002440161
12486,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2004,0.0,0.002440161
12487,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2005,0.0,0.002440161
12488,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2006,0.0,0.002440161
12489,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2007,0.0,0.002440161
12490,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2008,0.0,0.002440161
12491,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2009,0.0,0.002440161
12492,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2010,0.0,0.002440161
12493,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2011,0.0,0.002440161
12494,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2012,0.0,0.002440161
12495,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2013,0.0,0.002440161
12496,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2014,0.0,0.002440161
12497,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2015,0.0,0.002440161
12498,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2016,0.0,0.002440161
12499,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2017,0.0,0.002440161
12500,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2018,0.0,0.002440161
12501,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2019,0.0,0.002440161
12502,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,CO2,2020,0.0,0.002440161
12504,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,1990,0.0,7.32532e-05
12505,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,1995,0.0,7.32532e-05
12506,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,1998,0.0,7.32532e-05
12507,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,1999,0.0,7.32532e-05
12508,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2000,0.0,7.32532e-05
12509,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2001,0.0,7.32532e-05
12510,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2002,0.0,7.32532e-05
12511,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2003,0.0,7.32532e-05
12512,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2004,0.0,7.32532e-05
12513,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2005,0.0,7.32532e-05
12514,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2006,0.0,7.32532e-05
12515,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2007,0.0,7.32532e-05
12516,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2008,0.0,7.32532e-05
12517,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2009,0.0,7.32532e-05
12518,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2010,0.0,7.32532e-05
12519,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2011,0.0,7.32532e-05
12520,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2012,0.0,7.32532e-05
12521,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2013,0.0,7.32532e-05
12522,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2014,0.0,7.32532e-05
12523,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2015,0.0,7.32532e-05
12524,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2016,0.0,7.32532e-05
12525,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2017,0.0,7.32532e-05
12526,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2018,0.0,7.32532e-05
12527,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2019,0.0,7.32532e-05
12528,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Nuclear fuel production,Energy,Energy Supply,Industry,N2O,2020,0.0,7.32532e-05
12530,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,1990,0.0,0.000460905
12531,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,1995,0.0,0.000460905
12532,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,1998,0.0,0.000460905
12533,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,1999,0.0,0.000460905
12534,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2000,0.0,0.000460905
12535,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2001,0.0,0.000460905
12536,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2002,0.0,0.000460905
12537,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2003,0.0,0.000460905
12538,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2004,0.0,0.000460905
12539,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2005,0.0,0.000460905
12540,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2006,0.0,0.000460905
12541,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2007,0.0,0.000460905
12542,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2008,0.0,0.000460905
12543,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2009,0.0,0.000460905
12544,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2010,0.0,0.000460905
12545,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2011,0.0,0.000460905
12546,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2012,0.0,0.000460905
12547,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2013,0.0,0.000460905
12548,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2014,0.0,0.000460905
12549,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2015,0.0,0.000460905
12550,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2016,0.0,0.000460905
12551,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2017,0.0,0.000460905
12552,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2018,0.0,0.000460905
12553,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2019,0.0,0.000460905
12554,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CH4,2020,0.0,0.000460905
12556,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,1990,0.0,0.002440161
12557,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,1995,0.0,0.002440161
12558,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,1998,0.0,0.002440161
12559,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,1999,0.0,0.002440161
12560,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2000,0.0,0.002440161
12561,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2001,0.0,0.002440161
12562,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2002,0.0,0.002440161
12563,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2003,0.0,0.002440161
12564,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2004,0.0,0.002440161
12565,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2005,0.0,0.002440161
12566,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2006,0.0,0.002440161
12567,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2007,0.0,0.002440161
12568,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2008,0.0,0.002440161
12569,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2009,0.0,0.002440161
12570,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2010,0.0,0.002440161
12571,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2011,0.0,0.002440161
12572,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2012,0.0,0.002440161
12573,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2013,0.0,0.002440161
12574,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2014,0.0,0.002440161
12575,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2015,0.0,0.002440161
12576,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2016,0.0,0.002440161
12577,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2017,0.0,0.002440161
12578,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2018,0.0,0.002440161
12579,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2019,0.0,0.002440161
12580,Energy Supply,1A1ciii,1A1ciii_Other_energy_industries,Town gas manufacture,Energy,Energy Supply,Industry,CO2,2020,0.0,0.002440161
12582,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,1990,0.0,0.000460905
12583,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,1995,0.0,0.000460905
12584,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,1998,2.34973e-08,0.000460905
12585,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,1999,2.3474e-08,0.000460905
12586,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2000,2.343e-08,0.000460905
12587,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2001,2.34536e-08,0.000460905
12588,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2002,2.34307e-08,0.000460905
12589,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2003,2.69223e-07,0.000460905
12590,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2004,3.93632e-07,0.000460905
12591,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2005,3.73023e-07,0.000460905
12592,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2006,4.61297e-07,0.000460905
12593,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2007,5.23947e-07,0.000460905
12594,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2008,6.68401e-07,0.000460905
12595,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2009,1.32896e-06,0.000460905
12596,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2010,3.75866e-06,0.000460905
12597,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2011,8.00343e-06,0.000460905
12598,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2012,1.64234e-05,0.000460905
12599,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2013,2.18482e-05,0.000460905
12600,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2014,3.34918e-05,0.000460905
12601,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2015,4.54315e-05,0.000460905
12602,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2016,6.67091e-05,0.000460905
12603,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2017,8.12953e-05,0.000460905
12604,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2018,8.32471e-05,0.000460905
12605,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2019,8.87687e-05,0.000460905
12606,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,CH4,2020,8.73581e-05,0.000460905
12608,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,1990,0.0,7.32532e-05
12609,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,1995,0.0,7.32532e-05
12610,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,1998,2.80088e-08,7.32532e-05
12611,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,1999,2.7981e-08,7.32532e-05
12612,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2000,2.79286e-08,7.32532e-05
12613,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2001,2.79567e-08,7.32532e-05
12614,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2002,2.79294e-08,7.32532e-05
12615,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2003,3.20914e-07,7.32532e-05
12616,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2004,4.6921e-07,7.32532e-05
12617,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2005,4.44643e-07,7.32532e-05
12618,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2006,5.49867e-07,7.32532e-05
12619,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2007,6.24545e-07,7.32532e-05
12620,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2008,7.96734e-07,7.32532e-05
12621,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2009,1.58412e-06,7.32532e-05
12622,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2010,4.48032e-06,7.32532e-05
12623,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2011,9.54009e-06,7.32532e-05
12624,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2012,1.95767e-05,7.32532e-05
12625,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2013,2.6043e-05,7.32532e-05
12626,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2014,3.99222e-05,7.32532e-05
12627,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2015,5.41544e-05,7.32532e-05
12628,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2016,7.95173e-05,7.32532e-05
12629,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2017,9.6904e-05,7.32532e-05
12630,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2018,9.92305e-05,7.32532e-05
12631,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2019,0.000105812,7.32532e-05
12632,Energy Supply,1A2gviii,1A2gviii_Other_manufacturing_industries_and_construction,Autogenerators,Energy,Energy Supply,Industry,N2O,2020,0.000104131,7.32532e-05
12634,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,1990,0.551947866,0.000460905
12635,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,1995,0.570898781,0.000460905
12636,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,1998,0.607455394,0.000460905
12637,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,1999,0.331307891,0.000460905
12638,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2000,0.263664566,0.000460905
12639,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2001,0.281655153,0.000460905
12640,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2002,0.043807145,0.000460905
12641,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2003,0.0,0.000460905
12642,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2004,0.0,0.000460905
12643,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2005,0.0,0.000460905
12644,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2006,0.0,0.000460905
12645,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2007,0.0,0.000460905
12646,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2008,0.0,0.000460905
12647,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2009,0.0,0.000460905
12648,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2010,0.0,0.000460905
12649,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2011,0.0,0.000460905
12650,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2012,0.0,0.000460905
12651,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2013,0.0,0.000460905
12652,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2014,0.0,0.000460905
12653,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2015,0.0,0.000460905
12654,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2016,0.0,0.000460905
12655,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2017,0.0,0.000460905
12656,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2018,0.0,0.000460905
12657,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2019,0.0,0.000460905
12658,Energy Supply,1B1a1i,1B1ai_Underground_mines:Mining_activities,Deep-mined coal,Energy,Energy Supply,Industry,CH4,2020,0.0,0.000460905
