,ncformat,ipcc_code,ipcc_name,sourcename,crf,old_sg_name,ccp_category,pollutant,emission_year,mt_co2e,base_level
3115,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,0.002034624,0.000180695
3116,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,0.002206093,0.000180695
3117,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,0.002162845,0.000180695
3118,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,0.001969614,0.000180695
3119,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,0.002043595,0.000180695
3120,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,0.002136155,0.000180695
3121,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,0.002067384,0.000180695
3122,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,0.002090369,0.000180695
3123,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,0.002006537,0.000180695
3124,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,0.002149923,0.000180695
3125,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,0.002172161,0.000180695
3127,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,0.000204636,0.000180695
3128,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,0.000205357,0.000180695
3129,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,0.000210376,0.000180695
3130,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,0.00021199,0.000180695
3131,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,0.000208767,0.000180695
3132,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,0.000196163,0.000180695
3133,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,0.000190799,0.000180695
3134,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,0.000189966,0.000180695
3135,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,0.000189957,0.000180695
3136,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,0.000188341,0.000180695
3137,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,0.000166597,0.000180695
3138,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,0.000178239,0.000180695
3139,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,0.000159886,0.000180695
3140,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,0.000163395,0.000180695
3141,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,0.000152382,0.000180695
3142,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,0.000165623,0.000180695
3143,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,0.000162298,0.000180695
3144,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,0.000147406,0.000180695
3145,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,0.000153171,0.000180695
3146,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,0.000160228,0.000180695
3147,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,0.000154877,0.000180695
3148,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,0.000156625,0.000180695
3149,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,0.000150336,0.000180695
3150,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,0.000161426,0.000180695
3151,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ewe - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,0.000163167,0.000180695
3153,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,6.28228e-05,0.000180695
3154,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,6.13135e-05,0.000180695
3155,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,6.45982e-05,0.000180695
3156,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,6.43227e-05,0.000180695
3157,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,6.33837e-05,0.000180695
3158,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,5.98904e-05,0.000180695
3159,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,5.78568e-05,0.000180695
3160,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,5.81121e-05,0.000180695
3161,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,5.7369e-05,0.000180695
3162,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,5.84301e-05,0.000180695
3163,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,5.04831e-05,0.000180695
3164,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,5.68751e-05,0.000180695
3165,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,5.05098e-05,0.000180695
3166,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,5.26518e-05,0.000180695
3167,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,4.72055e-05,0.000180695
3168,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,5.33412e-05,0.000180695
3169,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,5.13937e-05,0.000180695
3170,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,4.37966e-05,0.000180695
3171,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,4.89895e-05,0.000180695
3172,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,5.00435e-05,0.000180695
3173,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,4.8696e-05,0.000180695
3174,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,5.11228e-05,0.000180695
3175,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,4.74265e-05,0.000180695
3176,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,5.38999e-05,0.000180695
3177,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,5.61088e-05,0.000180695
3179,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,4.66309e-06,0.000180695
3180,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,4.5574e-06,0.000180695
3181,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,4.80323e-06,0.000180695
3182,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,4.7847e-06,0.000180695
3183,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,4.72221e-06,0.000180695
3184,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,4.47226e-06,0.000180695
3185,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,4.31704e-06,0.000180695
3186,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,4.33708e-06,0.000180695
3187,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,4.28111e-06,0.000180695
3188,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,4.36287e-06,0.000180695
3189,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,3.75554e-06,0.000180695
3190,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,4.24751e-06,0.000180695
3191,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,3.7649e-06,0.000180695
3192,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,3.93238e-06,0.000180695
3193,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,3.51761e-06,0.000180695
3194,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,3.98777e-06,0.000180695
3195,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,3.83972e-06,0.000180695
3196,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,3.26038e-06,0.000180695
3197,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,3.65444e-06,0.000180695
3198,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,3.73695e-06,0.000180695
3199,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,3.63018e-06,0.000180695
3200,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,3.81204e-06,0.000180695
3201,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,3.53615e-06,0.000180695
3202,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,4.03049e-06,0.000180695
3203,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Lamb - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,4.19816e-06,0.000180695
3205,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,1.49849e-05,0.000180695
3206,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,1.48278e-05,0.000180695
3207,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,1.5312e-05,0.000180695
3208,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,1.51914e-05,0.000180695
3209,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,1.48807e-05,0.000180695
3210,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,1.39586e-05,0.000180695
3211,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,1.35795e-05,0.000180695
3212,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,1.34195e-05,0.000180695
3213,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,1.33356e-05,0.000180695
3214,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,1.36063e-05,0.000180695
3215,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,1.24757e-05,0.000180695
3216,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,1.29362e-05,0.000180695
3217,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,1.20356e-05,0.000180695
3218,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,1.1867e-05,0.000180695
3219,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,1.14037e-05,0.000180695
3220,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,1.20006e-05,0.000180695
3221,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,1.18039e-05,0.000180695
3222,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,1.12621e-05,0.000180695
3223,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,1.15567e-05,0.000180695
3224,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,1.17823e-05,0.000180695
3225,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,1.18227e-05,0.000180695
3226,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,1.20392e-05,0.000180695
3227,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,1.19689e-05,0.000180695
3228,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,1.28789e-05,0.000180695
3229,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,1.26865e-05,0.000180695
3231,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1990,1.12403e-06,0.000180695
3232,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1995,1.11226e-06,0.000180695
3233,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1998,1.14858e-06,0.000180695
3234,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,1999,1.13954e-06,0.000180695
3235,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2000,1.11625e-06,0.000180695
3236,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2001,1.0471e-06,0.000180695
3237,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2002,1.01866e-06,0.000180695
3238,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2003,1.00665e-06,0.000180695
3239,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2004,1.00036e-06,0.000180695
3240,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2005,1.02067e-06,0.000180695
3241,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,9.35822e-07,0.000180695
3242,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,9.70408e-07,0.000180695
3243,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,9.02829e-07,0.000180695
3244,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,8.90203e-07,0.000180695
3245,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,8.55423e-07,0.000180695
3246,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2011,9.00238e-07,0.000180695
3247,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2012,8.85474e-07,0.000180695
3248,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2013,8.44793e-07,0.000180695
3249,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2014,8.66911e-07,0.000180695
3250,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2015,8.8385e-07,0.000180695
3251,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2016,8.86863e-07,0.000180695
3252,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2017,9.03101e-07,0.000180695
3253,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2018,8.9783e-07,0.000180695
3254,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2019,9.66128e-07,0.000180695
3255,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_sheep,Sheep - Ram - Indirect Leach,Agriculture,Agriculture and related land use,Agriculture,N2O,2020,9.517e-07,0.000180695
3256,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Boar - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2006,1.20326e-08,0.000180695
3257,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Boar - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2007,1.17185e-08,0.000180695
3258,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Boar - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2008,1.09084e-08,0.000180695
3259,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Boar - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2009,1.09607e-08,0.000180695
3260,Agriculture,3B25,3B25_Manure_Management_Indirect_Emissions_swine,Pig - Boar - Digestate Indirect Deposition,Agriculture,Agriculture and related land use,Agriculture,N2O,2010,1.2927e-08,0.000180695
